200.000	9684.000
201.000	9664.500
202.000	9660.000
203.000	9653.000
204.000	9631.300
205.000	9611.600
206.000	9624.100
207.000	9636.700
208.000	9603.100
209.000	9567.500
210.000	9563.900
211.000	9564.900
212.000	9553.300
213.000	9538.600
214.000	9516.500
215.000	9491.700
216.000	9475.100
217.000	9463.700
218.000	9441.500
219.000	9410.100
220.000	9387.800
221.000	9377.400
222.000	9353.700
223.000	9306.600
224.000	9263.200
225.000	9229.300
226.000	9195.700
227.000	9164.600
228.000	9132.300
229.000	9089.300
230.000	9046.100
231.000	9002.700
232.000	8959.600
233.000	8923.900
234.000	8887.900
235.000	8864.100
236.000	8841.700
237.000	8788.800
238.000	8728.900
239.000	8698.200
240.000	8678.100
241.000	8639.500
242.000	8591.300
243.000	8541.300
244.000	8489.900
245.000	8442.200
246.000	8398.200
247.000	8374.300
248.000	8375.800
249.000	8369.600
250.000	8351.200
251.000	8324.000
252.000	8277.400
253.000	8244.200
254.000	8254.200
255.000	8262.000
256.000	8257.800
257.000	8251.800
258.000	8230.500
259.000	8209.000
260.000	8186.700
261.000	8164.400
262.000	8156.900
263.000	8150.000
264.000	8152.900
265.000	8157.000
266.000	8160.700
267.000	8164.400
268.000	8166.100
269.000	8167.200
270.000	8160.100
271.000	8149.800
272.000	8135.000
273.000	8118.200
274.000	8114.100
275.000	8119.200
276.000	8120.700
277.000	8119.300
278.000	8107.000
279.000	8083.100
280.000	8066.900
281.000	8061.500
282.000	8051.700
283.000	8034.200
284.000	8021.400
285.000	8018.800
286.000	8015.000
287.000	8008.800
288.000	8000.500
289.000	7982.500
290.000	7964.600
291.000	7947.300
292.000	7929.900
293.000	7912.700
294.000	7895.200
295.000	7875.200
296.000	7854.900
297.000	7850.400
298.000	7845.700
299.000	7843.500
300.000	7841.400
301.000	7814.100
302.000	7784.300
303.000	7765.300
304.000	7748.200
305.000	7739.800
306.000	7733.400
307.000	7739.800
308.000	7749.800
309.000	7752.000
310.000	7750.800
311.000	7754.400
312.000	7760.300
313.000	7761.300
314.000	7759.200
315.000	7771.500
316.000	7794.100
317.000	7812.400
318.000	7827.400
319.000	7842.900
320.000	7859.500
321.000	7872.300
322.000	7880.900
323.000	7889.800
324.000	7899.900
325.000	7912.900
326.000	7930.200
327.000	7951.800
328.000	7979.900
329.000	8014.100
330.000	8059.700
331.000	8094.800
332.000	8103.500
333.000	8115.100
334.000	8134.100
335.000	8151.800
336.000	8164.700
337.000	8181.100
338.000	8213.100
339.000	8244.400
340.000	8271.500
341.000	8298.100
342.000	8320.800
343.000	8342.700
344.000	8358.600
345.000	8373.900
346.000	8383.500
347.000	8393.800
348.000	8414.200
349.000	8434.900
350.000	8466.700
351.000	8498.300
352.000	8510.300
353.000	8522.200
354.000	8512.800
355.000	8502.600
356.000	8510.400
357.000	8519.000
358.000	8515.800
359.000	8512.000
360.000	8554.700
361.000	8602.100
362.000	8630.000
363.000	8655.400
364.000	8672.800
365.000	8688.900
366.000	8689.900
367.000	8688.100
368.000	8712.200
369.000	8741.500
370.000	8755.300
371.000	8765.900
372.000	8785.600
373.000	8808.300
374.000	8830.800
375.000	8853.600
376.000	8867.100
377.000	8878.000
378.000	8888.500
379.000	8899.000
380.000	8914.200
381.000	8931.000
382.000	8935.400
383.000	8935.600
384.000	8954.900
385.000	8981.600
386.000	8999.400
387.000	9013.600
388.000	9024.600
389.000	9033.900
390.000	9047.100
391.000	9062.300
392.000	9079.700
393.000	9098.200
394.000	9119.900
395.000	9142.900
396.000	9163.700
397.000	9183.900
398.000	9189.500
399.000	9188.500
400.000	9205.600
401.000	9231.400
402.000	9242.700
403.000	9246.900
404.000	9270.600
405.000	9303.400
406.000	9309.700
407.000	9303.000
408.000	9313.100
409.000	9331.500
410.000	9330.400
411.000	9320.100
412.000	9314.300
413.000	9310.200
414.000	9323.300
415.000	9344.400
416.000	9347.900
417.000	9343.000
418.000	9345.100
419.000	9350.000
420.000	9342.800
421.000	9330.700
422.000	9314.500
423.000	9296.700
424.000	9305.500
425.000	9325.200
426.000	9306.200
427.000	9271.900
428.000	9266.000
429.000	9270.400
430.000	9245.200
431.000	9209.500
432.000	9201.100
433.000	9201.800
434.000	9200.000
435.000	9197.800
436.000	9194.400
437.000	9190.800
438.000	9179.900
439.000	9167.600
440.000	9157.300
441.000	9147.600
442.000	9141.900
443.000	9136.800
444.000	9115.600
445.000	9091.600
446.000	9083.200
447.000	9077.600
448.000	9071.900
449.000	9066.000
450.000	9047.800
451.000	9028.200
452.000	9026.100
453.000	9025.300
454.000	9004.900
455.000	8983.600
456.000	8989.400
457.000	8996.500
458.000	8974.700
459.000	8952.500
460.000	8958.900
461.000	8964.600
462.000	8949.700
463.000	8936.300
464.000	8943.300
465.000	8949.200
466.000	8941.600
467.000	8931.200
468.000	8902.000
469.000	8876.900
470.000	8876.500
471.000	8875.000
472.000	8867.400
473.000	8862.300
474.000	8866.800
475.000	8866.500
476.000	8850.500
477.000	8846.400
478.000	8872.600
479.000	8887.500
480.000	8876.300
481.000	8873.000
482.000	8884.800
483.000	8896.000
484.000	8905.600
485.000	8913.300
486.000	8918.400
487.000	8907.600
488.000	8877.200
489.000	8868.100
490.000	8881.500
491.000	8873.000
492.000	8844.500
493.000	8810.100
494.000	8770.900
495.000	8720.700
496.000	8663.100
497.000	8618.400
498.000	8580.400
499.000	8528.800
500.000	8471.600
501.000	8423.600
502.000	8379.200
503.000	8310.600
504.000	8234.800
505.000	8206.600
506.000	8188.500
507.000	8149.300
508.000	8107.000
509.000	8063.500
510.000	8019.700
511.000	7985.000
512.000	7950.300
513.000	7903.700
514.000	7858.100
515.000	7832.700
516.000	7804.000
517.000	7749.900
518.000	7701.500
519.000	7682.500
520.000	7656.900
521.000	7608.400
522.000	7568.200
523.000	7549.800
524.000	7528.400
525.000	7501.100
526.000	7476.900
527.000	7456.300
528.000	7431.500
529.000	7400.500
530.000	7372.900
531.000	7348.400
532.000	7330.600
533.000	7319.100
534.000	7298.700
535.000	7273.000
536.000	7259.500
537.000	7251.300
538.000	7236.800
539.000	7219.800
540.000	7218.700
541.000	7221.700
542.000	7199.200
543.000	7172.500
544.000	7152.300
545.000	7132.800
546.000	7119.600
547.000	7107.200
548.000	7103.000
549.000	7097.500
550.000	7081.600
551.000	7063.600
552.000	7037.600
553.000	7015.800
554.000	7006.400
555.000	6998.200
